,Orthomyxoviridae,Flaviviridae,Herpesviridae,Papillomaviridae,Retroviridae,Paramyxoviridae,Arenaviridae,Polyomaviridae,Coronaviridae,Poxviridae,Parvoviridae
Q9Y2N7,0,0,0,0,0,0,0,0,0,0,0
P30203,0,0,0,0,0,0,0,0,0,0,0
P81408,0,0,0,0,0,0,0,0,0,0,0
Q0VDD7,0,0,0,0,0,0,0,0,0,0,0
Q8N1M1,0,0,0,0,0,0,0,0,0,0,0
Q86UX7,1,0,0,0,0,0,0,0,0,0,0
Q13438,1,1,1,1,1,0,0,0,1,0,0
A6NI56,1,0,0,0,0,0,0,0,0,0,0
Q8NFR9,0,0,0,0,0,0,0,0,0,0,0
Q9BX79,0,0,0,0,0,0,0,0,0,0,0
Q9UGJ1,0,0,0,0,0,0,0,0,0,0,0
Q7Z5R6,0,1,0,0,0,0,0,0,0,0,0
Q13554,0,1,0,0,0,0,0,0,0,0,0
Q8N0X7,0,0,0,0,0,0,0,0,1,0,0
Q8WVC0,1,1,0,0,0,0,0,0,0,0,0
O75326,0,0,0,0,0,0,0,0,0,0,0
Q08AG5,0,0,0,0,0,0,0,0,0,0,0
Q5SNT2,0,0,0,0,0,0,0,0,0,0,0
Q8N8A6,0,0,0,0,0,0,0,0,0,0,0
Q14807,1,0,0,0,1,0,0,0,0,0,0
Q96B97,0,0,1,0,0,0,0,0,0,0,0
Q96S55,0,1,0,1,0,1,0,0,0,0,0
Q9H6T3,0,1,1,0,0,0,0,0,0,0,0
Q8ND71,1,0,0,0,0,0,0,0,0,0,0
Q12934,0,0,0,0,0,0,0,0,0,0,0
Q13613,0,0,0,0,0,0,0,0,0,0,0
Q96JL9,0,0,0,0,0,0,0,0,0,0,0
Q9BY84,0,0,0,0,0,0,0,0,0,0,0
Q8N4P2,0,0,0,0,0,0,0,0,0,0,0
Q96M89,0,0,0,0,0,0,0,0,0,0,0
Q8NEU8,1,0,0,0,0,0,0,0,0,0,0
P02545,1,1,1,1,1,0,1,0,0,0,1
P31040,1,1,0,1,1,1,0,0,0,0,0
Q8N5G2,0,1,0,0,0,0,0,0,0,0,0
Q8WU17,0,0,0,0,0,0,0,0,0,0,0
Q96BT7,0,0,0,0,0,0,0,0,0,0,0
Q96EP1,0,0,0,0,0,0,0,0,0,0,0
Q2TB10,0,0,0,0,0,0,0,0,0,0,0
Q8NC74,0,0,0,0,0,0,0,0,0,0,0
Q9NX95,0,1,0,0,0,0,0,0,0,0,0
Q99805,0,1,1,1,0,1,0,0,0,0,0
Q3KP66,0,0,0,0,0,0,0,0,0,0,0
Q68CP4,0,0,0,0,0,0,0,0,0,0,0
Q99607,0,0,0,0,0,0,0,0,0,0,0
Q96MT1,0,0,0,0,0,0,0,0,0,0,0
Q7L0X2,0,0,0,0,0,0,0,0,0,0,0
Q9UHV5,0,0,0,1,0,0,0,0,0,0,0
O43572,0,0,0,1,0,0,0,0,0,0,0
Q9UJ14,1,0,1,1,0,0,0,0,0,0,0
P19113,0,0,0,0,0,0,0,0,0,0,0
P42701,0,0,0,0,0,0,0,0,0,0,0
Q14CZ7,0,0,0,0,0,0,0,0,0,0,0
Q9H714,0,0,0,0,0,0,0,0,0,0,0
P57075,0,1,0,0,1,0,0,0,0,0,0
Q96PZ0,1,0,1,0,0,0,0,0,0,0,0
Q9H7D7,1,0,1,0,0,0,0,0,0,0,0
Q9NQ79,0,0,1,0,0,0,0,0,0,0,0
O60285,0,0,0,0,0,0,0,0,0,0,0
P05160,0,0,0,0,0,0,0,0,0,0,0
P40967,0,0,0,0,0,0,0,0,0,0,0
Q99467,0,0,0,0,0,0,0,0,0,0,0
Q8NBH2,0,0,0,0,0,0,0,0,0,0,0
Q96GD3,0,1,0,0,0,0,0,0,0,0,0
P54136,1,0,0,0,1,1,1,0,0,0,0
Q3B820,0,0,0,1,0,0,0,0,0,0,0
O43155,0,0,0,0,0,0,0,0,0,0,0
Q08289,0,0,0,0,0,0,0,0,0,0,0
Q8NFH8,0,0,0,0,0,0,0,0,0,0,0
Q8NHV4,0,0,0,0,0,0,0,0,0,0,0
Q8WZA1,0,0,0,0,0,0,0,0,0,0,0
Q5U5Q3,0,1,0,0,0,0,0,0,0,0,0
Q8TAP6,0,0,1,0,0,0,0,0,0,0,0
Q9NXH9,1,0,0,0,0,0,0,0,0,0,0
Q8TE77,0,0,0,0,0,0,0,0,0,0,0
P0CG23,0,0,0,0,0,0,0,0,0,0,0
O00116,1,0,0,0,1,1,0,0,1,0,0
P17813,0,0,1,1,0,0,0,0,0,0,0
P23786,0,0,0,0,0,1,0,0,0,0,0
Q2TAA8,1,0,0,0,0,0,0,0,0,0,0
Q9H089,0,0,0,0,0,0,0,0,0,0,0
Q9NV88,0,0,0,0,0,0,0,0,0,0,0
Q86SF2,0,1,0,0,0,0,0,0,0,0,0
Q8WWI5,0,1,0,1,0,0,0,0,0,0,0
Q96FV9,0,1,0,0,1,0,0,0,0,0,0
Q9Y2V7,1,0,0,1,0,0,0,0,0,0,0
Q15256,0,0,0,0,0,0,0,0,0,0,0
Q7Z3E1,0,0,0,0,0,0,0,0,0,0,0
Q96DM3,0,0,0,0,0,0,0,0,0,0,0
P42357,0,0,0,0,0,0,0,0,0,0,0
Q9H6X5,0,0,0,0,0,0,0,0,0,0,0
C9JQI7,0,0,0,0,0,0,0,0,0,0,0
Q01844,0,1,1,0,1,0,1,0,0,0,0
Q6ZW76,0,1,0,0,0,0,0,0,0,0,0
Q9BW27,1,1,0,0,1,0,0,0,0,0,1
Q9P0U4,0,0,0,0,1,0,0,0,0,0,0
P26374,0,0,0,0,0,0,0,0,0,0,0
P42898,0,0,0,0,0,0,0,0,0,0,0
Q8N309,0,0,0,0,0,0,0,0,0,0,0
Q2M243,0,0,0,0,0,0,0,0,0,0,0
Q8N9H9,0,0,0,0,0,0,0,0,0,0,0
O75509,0,1,0,0,0,0,0,1,0,0,0
Q15311,0,0,0,0,0,0,0,0,0,0,0
Q86W26,0,0,0,0,0,0,0,0,0,0,0
Q96KR4,0,0,0,0,0,0,0,0,0,0,0
Q9BVA0,0,0,0,0,0,0,0,0,0,0,0
Q9NY59,0,0,0,0,0,0,0,0,0,0,0
Q9UK17,0,0,0,0,0,0,0,0,0,0,0
Q9UNQ0,0,0,0,0,0,0,0,0,0,0,0
Q96IV0,1,1,0,0,1,0,0,0,1,0,0
Q03169,1,0,0,0,0,0,0,0,0,0,0
Q9NW82,0,1,0,0,0,0,0,0,0,0,0
Q96JX3,0,0,0,0,0,0,0,0,0,0,0
Q9BXS0,0,0,0,0,0,0,0,0,0,0,0
Q9NRA0,0,0,0,0,0,0,0,0,0,0,0
Q13049,1,0,1,1,1,0,0,0,0,0,0
Q9BXF6,0,0,1,0,0,0,0,0,0,1,0
P22459,0,0,0,0,0,0,0,0,0,0,0
P35475,0,0,0,0,0,0,0,0,0,0,0
Q96GC6,0,0,0,0,0,0,0,0,0,0,0
Q9BZQ2,0,0,0,0,0,0,0,0,0,0,0
Q9P242,0,0,0,0,0,0,0,0,0,0,0
Q9NPY3,0,1,0,0,0,0,0,0,0,0,0
Q6ZN84,1,0,0,0,0,0,0,0,0,0,0
P07359,0,0,0,0,0,0,0,0,0,0,0
Q66K79,0,0,0,0,0,0,0,0,0,0,0
Q86UU5,0,0,0,0,0,0,0,0,0,0,0
Q86WS4,0,0,0,0,0,0,0,0,0,0,0
P0C671,0,0,0,0,0,0,0,0,0,0,0
O75925,0,1,1,1,0,0,0,0,0,0,0
P49757,0,0,1,0,0,0,0,0,0,0,0
Q14680,0,0,0,1,0,0,0,0,0,0,0
Q9H7E2,1,0,0,0,0,0,0,0,0,0,0
Q9NVC6,0,0,1,0,0,1,0,0,0,0,0
P08236,0,0,0,0,0,0,0,0,0,0,0
Q9H222,0,0,0,0,0,0,0,0,0,0,0
Q9NYV6,0,0,0,0,0,0,0,0,0,0,0
P35663,0,0,0,0,0,0,0,0,0,0,0
Q9H4A4,0,0,0,1,0,0,0,0,0,0,0
Q8NCE2,0,1,0,1,0,0,0,0,0,0,0
Q8NHL6,0,0,1,0,1,0,0,0,0,0,0
Q96G46,0,0,0,0,0,0,0,0,0,0,0
Q9UGH3,0,0,0,0,0,0,0,0,0,0,0
Q9UNN5,0,0,0,0,0,0,0,0,0,0,0
P46063,0,0,1,0,1,0,0,0,0,0,0
Q16643,1,0,0,0,0,0,0,0,0,0,0
Q86X29,0,0,0,1,0,0,0,0,0,0,0
P51170,0,0,0,0,0,0,0,0,0,0,0
P04049,1,1,0,0,1,0,0,0,0,0,0
Q15397,0,1,1,0,1,0,0,0,0,0,0
Q5T9A4,1,1,0,0,1,1,0,0,0,0,0
Q9NXZ2,1,0,0,0,0,0,0,0,0,0,0
O15353,0,0,0,0,0,0,0,0,0,0,0
Q96QE2,0,0,0,0,0,0,0,0,0,0,0
Q9C098,0,0,0,0,0,0,0,0,0,0,0
Q9H0M4,0,0,0,0,0,0,0,0,0,0,0
Q8NBF6,0,0,0,0,0,0,0,0,0,0,0
P10515,1,1,1,0,0,0,1,0,0,0,0
Q8NI60,1,0,0,0,0,0,0,0,0,0,0
P53667,0,0,0,0,0,0,0,0,0,0,0
Q49MG5,0,0,0,0,0,0,0,0,0,0,0
Q8N3J3,0,0,0,0,0,0,0,0,0,0,0
Q96MY7,0,0,0,0,0,0,0,0,0,0,0
Q9BTA9,0,0,0,0,0,0,0,0,0,0,0
Q9P209,0,0,0,0,0,0,0,0,0,0,0
Q9UFC0,0,0,0,0,0,0,0,0,0,0,0
A0A0J9YXQ4,0,0,0,0,0,0,0,0,0,0,0
P30291,1,0,0,0,0,0,0,0,0,0,0
P43121,0,0,0,0,0,0,0,0,0,0,0
Q96BP3,0,1,0,0,0,0,0,0,0,0,0
Q96F45,1,0,0,0,0,0,0,0,1,0,0
Q9ULX6,1,1,1,1,1,1,0,0,1,0,0
Q96FN5,0,0,1,0,0,0,0,0,0,0,0
P42331,0,1,0,0,0,0,0,0,0,0,0
O14576,0,1,0,0,0,0,0,0,0,0,0
P13667,1,1,1,1,1,0,0,0,0,0,0
Q17RD7,0,0,0,1,0,0,0,0,0,0,0
Q6PI48,1,1,0,0,0,0,0,0,0,0,0
Q8IWZ8,0,0,0,0,0,0,0,0,0,0,0
Q8NG66,0,0,0,0,0,0,0,0,0,0,0
Q9NTW7,0,0,0,0,0,0,0,0,0,0,0
O95905,1,0,0,1,0,0,0,0,0,0,0
P01042,0,1,0,0,0,0,0,0,0,0,0
P04264,1,0,0,0,0,0,0,0,0,0,0
Q13310,1,0,1,0,0,0,1,0,1,0,0
Q9P0U3,0,0,1,0,0,0,0,0,0,0,0
Q14166,0,0,0,0,0,0,0,0,0,0,0
Q6NUN9,0,0,0,0,0,0,0,0,0,0,0
Q9NRR6,0,0,0,0,0,0,0,0,0,0,0
Q8N239,0,0,0,0,0,0,0,0,0,0,0
Q9UKV5,0,1,0,1,0,0,0,0,0,0,0
Q5TEJ8,0,0,0,0,0,0,0,0,0,0,0
Q8TD91,0,0,0,0,0,0,0,0,0,0,0
Q9NWL6,0,0,0,0,0,0,0,0,0,0,0
Q0P6H9,0,0,0,0,0,0,0,0,0,0,0
O14777,0,1,1,0,0,0,0,0,0,0,0
Q8WVM8,0,1,1,1,0,1,0,0,0,0,0
Q9BTE3,0,0,0,1,0,0,0,0,0,0,0
Q9Y6Y0,1,1,0,0,1,0,0,0,0,0,0
Q53EQ6,0,0,0,0,0,0,0,0,0,0,0
O95208,0,0,0,0,1,0,0,0,0,0,0
Q8N1K5,0,0,0,0,1,0,0,0,0,0,0
Q9Y2W2,0,1,1,0,0,0,0,0,0,0,0
Q9H611,0,0,0,0,0,0,0,0,0,0,0
Q9Y6Q1,0,0,0,0,0,0,0,0,0,0,0
Q02297,0,0,0,0,0,0,0,0,0,0,0
Q6NSJ2,1,1,1,1,0,0,0,0,0,0,0
P07911,0,0,0,0,0,0,0,0,0,0,0
P13196,0,0,0,0,0,0,0,0,0,0,0
Q9UBT2,0,0,0,0,0,0,0,0,0,0,0
A4FU49,0,0,0,0,0,0,0,0,0,0,0
Q9P2B4,0,0,0,1,0,0,0,1,0,0,0
P50542,1,0,1,0,0,0,0,0,0,0,0
Q15637,1,0,0,1,1,0,0,0,0,0,0
Q9Y5K6,1,1,0,0,1,0,0,0,0,0,0
O95453,0,0,0,0,0,0,0,0,0,0,0
O95677,0,0,0,0,0,0,0,0,0,0,0
Q71H61,0,0,0,0,0,0,0,0,0,0,0
Q8IUR6,0,0,0,0,0,0,0,0,0,0,0
Q8N3T1,0,0,0,0,0,0,0,0,0,0,0
P08240,1,1,1,1,0,0,0,1,0,0,0
P49761,1,0,0,0,0,0,0,0,0,0,0
P52747,0,0,0,1,0,0,0,0,0,0,0
Q5H9K5,0,0,0,0,1,0,0,0,0,0,0
O94818,0,0,0,0,0,0,0,0,0,0,0
P03952,0,0,0,0,0,0,0,0,0,0,0
P10912,0,0,0,0,0,0,0,0,0,0,0
P60852,0,0,0,0,0,0,0,0,0,0,0
Q96LD4,0,0,0,0,0,0,0,0,0,0,0
C9JSJ3,0,0,0,0,0,0,0,0,0,0,0
Q96MH7,0,0,0,0,0,0,0,0,0,0,0
O14744,1,1,1,1,0,0,0,0,0,0,0
P48506,0,0,0,0,0,0,0,0,0,0,0
Q96JB8,0,0,0,0,0,0,0,0,0,0,0
Q9NY28,0,0,0,0,0,0,0,0,0,0,0
O15350,1,1,0,1,1,0,0,0,0,0,0
Q15025,0,1,1,0,1,0,0,0,0,0,0
Q86U38,1,1,1,0,1,0,0,0,0,0,0
Q6UWB1,0,0,0,0,0,0,0,0,0,0,0
Q9NZB8,0,0,0,0,0,0,0,0,0,0,0
Q9ULJ1,0,0,0,0,0,0,0,0,0,0,0
P48029,0,0,0,1,0,0,0,0,0,0,0
Q9Y289,1,1,0,0,0,0,0,0,0,0,0
P43405,0,0,1,0,0,0,0,0,0,0,0
P40238,0,0,0,0,0,0,0,0,0,0,0
Q96Q27,0,0,0,0,0,0,0,0,0,0,0
Q9ULN7,0,0,0,0,0,0,0,0,0,0,0
Q53GT1,0,1,1,1,0,0,0,0,0,0,0
Q9BZE4,1,1,0,0,1,0,0,0,0,0,0
Q5TGY1,0,0,1,0,0,0,0,0,0,0,0
Q8IYS2,0,1,0,1,1,0,0,0,0,0,0
O15209,0,0,0,0,0,0,0,0,0,0,0
O75167,0,0,0,0,0,0,0,0,0,0,0
Q6ZRF8,0,0,0,0,0,0,0,0,0,0,0
Q8IXW0,0,0,0,0,0,0,0,0,0,0,0
Q9NUX5,0,0,0,0,0,0,0,0,0,0,0
A8MVM7,0,0,0,0,0,0,0,0,0,0,0
Q6ZN66,1,0,0,0,0,0,0,0,0,0,0
O43390,1,1,1,1,1,0,1,0,0,1,1
O76031,1,0,1,1,0,1,0,0,0,0,0
O94927,1,0,0,0,0,0,0,0,0,0,0
P18887,0,0,1,1,0,0,0,0,0,0,0
Q86YP4,1,1,0,0,1,1,0,0,0,0,0
Q8TDN4,0,0,0,0,0,0,0,0,0,0,0
Q8NEC7,0,0,0,0,0,0,0,0,0,0,0
Q8NEG5,0,0,0,0,0,0,0,0,0,0,0
A1L0T0,1,1,0,1,0,0,0,0,0,0,0
Q8IUH5,0,0,1,0,0,0,0,0,0,0,0
Q9H0H5,0,0,0,1,0,0,0,0,0,0,0
Q9UN88,0,0,0,0,0,0,0,1,0,0,0
Q9UPZ9,0,0,0,0,0,0,0,0,0,0,0
P42680,0,0,1,0,0,0,0,0,0,0,0
A0MZ66,1,0,1,0,0,0,0,0,0,0,0
P04844,1,1,1,1,1,1,0,0,0,0,0
Q969Z0,1,1,1,1,1,0,0,0,0,0,0
Q9Y2B5,0,1,0,0,0,0,0,0,0,0,0
O60216,0,0,0,0,0,0,0,0,0,0,0
P17405,0,0,0,0,0,0,0,0,0,0,0
P20823,0,0,0,0,0,0,0,0,0,0,0
Q567U6,0,0,0,0,0,0,0,0,0,0,0
Q8N0X2,0,0,0,0,0,0,0,0,0,0,0
Q9H4E7,0,0,0,0,0,0,0,0,0,0,0
Q9ULX5,0,0,0,0,0,0,0,0,0,0,0
A6NF34,0,0,0,0,0,0,0,0,0,0,0
P08195,1,1,1,1,1,1,1,0,0,0,0
P13797,1,1,0,0,1,0,0,0,0,0,0
Q13421,0,0,0,0,0,0,0,0,0,0,0
Q14258,1,0,0,0,0,0,0,0,0,0,0
Q8WV44,1,0,1,0,0,0,0,0,0,0,0
Q96HB5,0,0,0,1,0,0,0,0,0,0,0
Q9BQI3,0,0,0,0,0,0,0,0,0,0,0
A8MPX8,0,0,0,0,0,0,0,0,0,0,0
P30825,1,1,0,1,0,0,0,0,0,0,0
Q5VWK5,0,0,0,1,0,0,0,0,0,0,0
A8K855,1,0,0,0,0,0,0,0,0,0,0
Q96B18,0,0,0,0,0,0,0,0,0,0,0
O60279,0,0,0,0,0,0,0,0,0,0,0
P50895,0,1,0,0,0,0,0,0,0,0,0
Q8IYD1,1,0,0,0,0,0,0,0,0,0,0
Q96RF0,0,0,1,1,0,0,0,0,0,0,0
Q9HB63,0,0,1,0,0,0,0,0,0,0,0
Q9UBL3,0,0,0,0,0,0,0,0,0,0,0
O94952,0,0,0,0,0,0,0,0,0,0,0
O60826,1,0,0,0,0,0,0,0,0,0,0
P43681,0,0,0,0,0,0,0,1,0,0,0
Q9UHB9,0,1,0,1,0,1,0,0,0,0,0
Q86XI8,0,0,0,0,0,0,0,0,0,0,0
O00327,1,1,1,0,0,0,0,0,0,1,0
P20916,0,0,1,0,1,0,0,0,0,0,0
P84996,1,0,0,0,0,0,0,0,0,0,0
Q8IYK4,0,0,0,0,1,0,0,0,0,0,0
Q99759,1,0,0,0,0,0,0,0,0,0,0
Q9UKG4,0,0,0,0,0,0,0,1,0,0,0
Q9Y3Z3,1,0,0,1,1,0,0,1,0,0,0
Q7Z695,0,0,0,1,0,0,0,0,0,0,0
Q9H967,0,1,0,0,0,0,0,0,0,0,0
Q15569,0,0,0,0,0,0,0,0,0,0,0
Q8TE85,0,0,0,0,0,0,0,0,0,0,0
P61550,0,0,0,0,0,0,0,0,0,0,0
O43187,0,0,0,0,0,0,0,0,0,1,0
Q14677,1,0,0,0,0,0,0,0,0,0,0
Q8IZ69,1,0,0,0,0,0,0,0,0,0,0
Q14397,0,0,0,0,0,0,0,0,0,0,0
Q9H9A7,0,0,0,0,0,0,0,0,0,0,0
A6NNW6,0,0,0,0,0,0,0,0,0,0,0
Q9UHD9,0,0,0,1,0,0,0,0,0,0,0
Q9NVW2,0,1,1,0,0,0,0,0,0,0,0
Q9Y5P4,1,0,0,0,0,0,0,0,0,0,0
A6PVS8,0,0,0,1,0,0,0,0,0,0,0
O43252,0,0,0,0,0,0,0,0,0,0,0
Q9H981,0,0,0,0,0,0,0,0,0,0,0
Q9BRP7,0,0,0,0,0,0,0,0,0,0,0
P29401,1,0,0,0,0,0,0,0,0,0,0
P35527,1,0,0,0,0,0,0,0,0,0,0
P52739,0,0,0,1,0,0,0,0,0,0,0
Q8N715,0,0,0,0,0,0,0,0,0,0,0
Q6W3E5,0,0,0,0,0,0,0,0,0,0,0
Q8IY47,0,0,0,0,0,0,0,0,0,0,0
O94819,0,0,0,0,0,0,0,0,0,0,0
Q3ZCT8,0,0,0,0,0,0,0,0,0,0,0
Q8WZA9,0,0,0,0,0,0,0,0,0,0,0
P35558,0,0,0,0,1,0,0,0,0,0,0
O15287,1,0,0,0,1,0,0,0,0,0,0
P00734,0,1,0,0,0,0,0,0,0,0,0
Q9H0B6,1,0,0,0,0,0,0,0,0,0,1
Q9UJV9,1,0,0,0,0,0,1,0,0,0,0
Q9Y6J9,1,0,1,1,0,0,0,0,0,0,0
O95460,0,0,0,0,0,0,0,0,0,0,0
P16471,0,0,0,0,0,0,0,0,0,0,0
Q6PCE3,0,0,0,0,0,0,0,0,0,0,0
Q86UW9,0,0,0,0,0,0,0,0,0,0,0
Q8IYR0,0,0,0,0,0,0,0,0,0,0,0
Q96LX7,0,0,0,0,0,0,0,0,0,0,0
Q9UN79,0,0,0,0,0,0,0,0,0,0,0
Q9UPW0,0,0,0,0,0,0,0,0,0,0,0
Q7Z2Q7,0,0,0,0,0,0,0,0,0,0,0
A2RU67,0,0,0,0,0,0,0,0,0,0,0
Q8IXR9,0,0,0,0,0,0,0,0,0,0,0
Q9H845,1,1,0,0,0,0,0,0,0,0,1
P55199,0,1,0,0,1,0,0,0,0,0,0
O43292,0,0,0,1,1,0,0,0,0,0,0
O94842,0,1,0,1,1,0,0,0,0,0,0
Q9NVH0,1,1,0,0,0,0,0,0,0,0,0
A6NKL6,0,1,0,0,0,0,0,0,0,0,0
O95671,0,0,0,0,0,0,0,0,0,0,0
Q2TBA0,0,0,0,0,0,0,0,0,0,0,0
Q8NBR6,0,0,0,0,0,0,0,0,0,0,0
Q96EK5,0,0,0,0,0,0,0,0,0,0,0
Q99543,0,0,0,0,0,0,0,0,0,0,0
Q9UKA2,0,0,0,0,0,0,0,0,0,0,0
Q8WZ60,0,0,0,0,0,0,0,0,0,0,0
O43663,1,0,0,1,0,0,0,0,0,0,0
Q13042,0,0,1,0,0,0,0,0,0,0,0
Q53F19,1,1,0,0,0,0,0,0,0,0,1
Q4ZIN3,0,0,0,1,0,0,0,0,0,0,0
Q8N1V2,0,0,0,0,0,0,0,0,0,0,0
Q8NBF1,0,0,0,0,0,0,0,0,0,0,0
Q9UBU9,1,0,1,1,0,0,0,0,0,0,0
P32519,0,0,0,1,0,0,0,0,0,0,0
Q04864,0,0,0,1,0,0,0,0,0,0,0
Q9BRD0,0,0,0,1,0,0,0,0,0,0,0
Q9NQB0,0,1,0,0,1,0,0,0,0,0,0
Q5T1V6,0,0,0,0,0,0,0,0,0,0,0
Q8NAA4,0,0,0,0,0,0,0,0,0,0,0
A1YPR0,0,0,0,0,0,0,0,0,0,0,0
Q13490,0,1,0,0,0,0,0,0,0,0,0
Q8IXI1,1,1,1,0,0,0,0,0,0,0,0
Q96MX3,0,0,0,0,0,0,0,0,0,0,0
O94923,0,1,0,0,0,0,0,0,0,0,0
P38606,1,1,1,0,0,0,0,0,1,0,0
Q86TM6,0,0,1,1,0,0,0,0,0,0,0
Q8TD20,1,0,0,0,0,0,0,0,0,0,0
O75343,0,0,0,0,0,0,0,0,0,0,0
P09172,0,0,0,0,0,0,0,0,0,0,0
P13521,0,0,0,0,0,0,0,0,0,0,0
Q13585,0,0,0,0,0,0,0,0,0,0,0
Q16134,0,0,0,0,0,0,0,0,0,0,0
Q8IZD4,0,0,0,0,0,0,0,0,0,0,0
Q92681,0,0,0,0,0,0,0,0,0,0,0
Q96RU3,0,0,0,0,0,0,0,0,0,0,0
Q9H267,0,0,0,0,0,0,0,0,0,0,0
P27694,1,0,1,1,1,0,1,1,0,0,1
P48382,0,0,0,0,0,0,0,0,0,0,0
Q8NE63,0,0,0,0,0,0,0,0,0,0,0
Q9UBP0,0,0,0,0,0,0,0,0,0,0,0
Q9Y227,0,0,0,0,0,0,0,0,0,0,0
Q9Y6Q6,0,0,0,0,0,0,0,0,0,0,0
Q7Z3D6,0,0,0,0,0,0,0,0,0,0,0
A7MCY6,0,0,0,0,0,0,0,0,1,1,0
O00255,1,0,0,0,0,0,0,0,0,0,0
O15240,1,1,0,0,0,0,0,0,0,0,0
Q14739,1,1,0,1,1,0,0,0,0,0,0
Q8NAG6,0,0,0,0,0,0,0,0,0,0,0
Q96CK0,0,0,0,0,0,0,0,0,0,0,0
Q96CM8,0,0,0,0,0,0,0,0,0,0,0
Q9Y5A7,0,0,0,0,0,0,0,0,0,0,0
Q9Y2D8,1,1,1,0,1,0,0,0,0,0,0
P20393,0,0,0,0,0,0,0,0,0,0,0
P59827,0,0,0,0,0,0,0,0,0,0,0
Q13772,0,0,0,0,0,0,0,0,0,0,0
Q3KP44,0,0,0,0,0,0,0,0,0,0,0
Q68DK7,0,0,0,0,0,0,0,0,0,0,0
Q7Z7F0,0,0,0,0,0,0,0,0,0,0,0
Q8N554,0,0,0,0,0,0,0,0,0,0,0
O95831,1,1,1,1,1,1,1,0,0,0,0
Q02086,0,0,0,1,0,0,0,0,0,0,0
Q6NYC8,0,0,0,1,1,0,0,1,0,0,0
Q96C34,0,0,0,0,0,0,0,0,0,1,0
O15354,0,0,0,0,0,0,0,0,0,0,0
Q7Z5L7,0,0,0,0,0,0,0,0,0,0,0
Q8IYX3,0,0,0,0,0,0,0,0,0,0,0
Q969P0,0,0,0,0,0,0,0,0,0,0,0
Q9Y6X3,0,0,0,0,0,0,0,0,0,0,0
Q8IXW5,0,0,1,0,0,0,0,0,0,0,0
Q93052,0,0,1,0,0,0,0,0,0,0,0
Q96MW5,1,1,1,0,0,0,0,0,0,0,0
Q8TB96,0,0,1,0,0,0,0,0,0,0,0
Q9P2C4,0,0,0,1,0,0,0,0,0,0,0
Q96Q07,0,0,0,0,0,0,0,0,0,0,0
Q7RTM1,0,0,0,0,0,0,0,0,0,0,0
Q8NAB2,0,0,0,0,0,0,0,0,0,0,0
Q96PZ2,0,0,0,0,0,0,0,1,0,0,0
O95251,0,0,1,1,1,0,0,0,0,0,0
P23588,1,0,0,1,1,0,0,0,0,0,0
Q494V2,0,1,0,0,0,0,0,0,0,0,0
Q96HN2,0,1,0,0,1,0,0,0,0,0,0
A7MD48,0,0,0,0,0,0,0,0,0,0,0
O94955,0,0,0,0,0,0,0,0,0,0,0
Q494U1,0,0,0,0,0,0,0,0,0,0,0
Q9H6U8,0,0,0,0,0,0,0,0,0,0,0
P16581,0,0,0,0,0,0,0,0,0,0,0
Q16206,0,1,1,0,0,0,0,0,0,0,0
O14967,1,1,0,0,1,0,0,0,0,0,0
Q9NPC7,0,0,0,1,0,0,0,0,0,0,0
Q6NUM9,1,0,0,1,0,0,0,0,0,0,0
O15213,0,0,0,0,0,0,0,0,0,0,0
Q96P26,0,0,0,0,0,0,0,0,0,0,0
Q6PIS1,0,0,0,0,0,0,0,0,0,0,0
Q17RQ9,0,0,0,0,0,0,0,0,0,0,0
P02768,1,0,1,0,1,0,0,0,1,0,0
P12956,1,1,1,0,1,1,0,0,0,0,1
Q6L8Q7,0,0,0,0,0,0,0,0,0,0,0
Q8IZC4,0,0,0,0,0,0,0,0,0,0,0
Q9BSJ5,0,0,0,0,0,0,0,0,0,0,0
Q9P215,0,0,0,0,0,0,0,0,0,0,0
O94826,1,1,1,1,0,1,0,0,1,0,0
Q86X55,1,0,1,0,1,0,0,0,0,0,0
Q8TAT6,0,0,0,1,0,0,0,0,0,0,0
Q9NUW8,0,0,1,0,0,0,0,0,0,0,0
P04843,1,1,1,1,1,1,0,0,0,0,0
P52306,1,0,0,0,0,0,0,0,1,0,0
O14772,0,0,0,0,0,0,0,0,0,0,0
O95935,0,0,0,0,0,0,0,0,0,0,0
P34925,0,0,0,0,0,0,0,0,0,0,0
Q6NUS6,0,0,0,0,0,0,0,0,0,0,0
Q7L775,0,0,0,0,0,0,0,0,0,0,0
Q86UP6,0,0,0,0,0,0,0,0,0,0,0
Q8WXI4,0,0,0,0,0,0,0,0,0,0,0
Q9H9F9,0,0,0,0,0,0,0,0,0,0,0
P36915,0,0,0,0,0,0,0,0,0,0,0
Q8IYW4,0,0,0,0,0,0,0,0,0,0,0
O43318,0,0,1,0,1,0,0,0,0,0,0
Q8N9R8,0,0,1,0,0,0,0,0,0,0,0
O14678,0,0,0,0,0,0,0,0,0,0,0
O75083,0,0,0,0,0,0,0,0,0,0,0
Q6AZY7,0,0,0,0,0,0,0,0,0,0,0
Q86WA9,0,0,0,0,0,0,0,0,0,0,0
O75604,0,0,0,1,0,0,0,0,0,0,0
Q16236,0,0,1,1,0,0,0,0,0,0,0
Q6IBW4,1,0,0,0,0,0,0,0,0,0,0
Q96EA4,0,1,1,0,0,0,0,0,0,0,0
